aijin	挨近	3055
aijiren	埃及人	7280
aijiu	爱就	9999
aijiuai	爱就爱	2195
aijiuaile	爱就爱了	1955
aijiyanhou	埃及艳后	3550
aijiyin	癌基因	2240
aikaiwanxiao	爱开玩笑	2120
aikan	爱看	30135
aikei	挨剋	2730
aikesidao	爱克斯刀	9999
aikexue	爱科学	7450
aikou	隘口	4225
aiku	爱哭	6385
aiku	哀苦	2222
aikude	爱哭的	3790
aikugui	爱哭鬼	2345
ailai	爱来	8450
ailao	爱老	5850
ailaodong	爱劳动	6430
ailaoshan	哀牢山	2300
aile	爱了	31690
aile	挨了	23270
aile	矮了	4465
ailian	爱恋	41010
ailian	爱怜	14595
ailian	爱莲	7655
ailian	哀怜	2215
ailianshuo	爱莲说	1790
ailibuli	爱理不理	6700
ailike	埃里克	7275
ailikesen	埃里克森	5170
ailishe	爱丽舍	15040
ailisi	爱丽丝	15930
ailiu	癌瘤	2875
ailixin	爱立信	102250
ailun	艾伦	28035
ailuntuling	艾伦·图灵	9999
ailv	爱侣	2954
ailvete	艾略特	6800
aima	爱吗	9999
aima	挨骂	9695
aima	爱马	3320
aimao	爱猫	3333
aimei	暧昧	76160
aimei	爱美	49865
aimeiguanxi	暧昧关系	4150
aimeili	爱美丽	4965
aimeizhixin	爱美之心	5765
aimianzi	爱面子	6550
aimier	埃米尔	3455
aimin	爱民	34100
aiming	哀鸣	6910
aimonengzhu	爱莫能助	4555
aimosheng	爱默生	4170
aimu	爱慕	33450
aimuxurong	爱慕虚荣	3450
aimuzhiqing	爱慕之情	4330
ainai	欸乃	9999
ainainamei	爱乃娜美	6666
ainan	碍难	9999
ainao	爱闹	3025
aini	爱你	242175
ainiao	爱鸟	3515
ainideren	爱你的人	19555
ainideshoushi	爱你的手势	3333
ainidexin	爱你的心	2635
ainin	爱您	5060
ainishoushi	爱你手势	3333
ainiyiwannian	爱你一万年	5645
ainv	爱女	12265
ainvren	爱女人	1900
aipang	矮胖	5275
aipangzi	矮胖子	2045
aipi	挨批	2610
aipincaihuiying	爱拼才会赢	4360
aipusheng	爱普生	42490
aipuxilong	艾普西隆	3333
aiqi	爱妻	12690
aiqian	爱钱	6065
aiqianbingbian	癌前病变	5075
aiqiang	矮墙	3760
aiqie	爱妾	2130
aiqin	爱琴	11125
aiqing	爱情	500643
aiqing	爱卿	5025
aiqingbeiju	爱情悲剧	3135
aiqingbinguan	爱情宾馆	3333
aiqingchangpao	爱情长跑	2060
aiqingdianying	爱情电影	4865
aiqingguan	爱情观	8195
aiqinggushi	爱情故事	60980
aiqingjia	爱情价	1800
aiqingjiudian	爱情酒店	3333
aiqinglvdian	爱情旅店	3333
aiqinglvguan	爱情旅馆	3333
aiqingpian	爱情片	20225
aiqingshang	爱情上	5255
aiqingshenghuo	爱情生活	6360
aiqingshi	爱情诗	2360
aiqingxiaoshuo	爱情小说	6975
aiqingxiju	爱情喜剧	2540
aiqingxuanyan	爱情宣言	6305
aiqinhai	爱琴海	10015
aiqiu	哀求	22580
aiqiudao	哀求道	3210
aiquan	爱犬	20275
aiqun	爱群	8660
airan	蔼然	2222
airen	爱人	169685
airen	矮人	33365
airenmin	爱人民	6005
airenzu	矮人族	3410
airong	艾绒	2222
airuchaoshui	爱如潮水	2300
airukongqi	爱如空气	1780
aisaiebiya	埃塞俄比亚	18795
aisaiebiyalianbangminzhugongheguo	埃塞俄比亚联邦民主共和国	9999
aisen	埃森	2885
aisenhaoweier	艾森豪威尔	7340
aisenzhe	埃森哲	4435
aisha	艾莎	9999
aishang	爱上	126345
aishang	哀伤	33350
aishang	挨上	2840
aishangbieren	爱上别人	3120
aishangle	爱上了	64380
aishangleta	爱上了他	5888
aishangleta	爱上了她	5745
aishangni	爱上你	21985
aishangta	爱上他	6110
aishangta	爱上她	6005
aishangwo	爱上我	6760
aishangyige	爱上一个	13445
aishangyigeren	爱上一个人	7535
aishaniya	爱沙尼亚	8065
aishaniyagongheguo	爱沙尼亚共和国	3333
aishei	爱谁	6660
aishen	爱神	17435
aisheng	哀声	1815
aishengtanqi	唉声叹气	6910
aishi	碍事	4965
aishigufen	爱使股份	12500
aishimengluo	爱世梦罗	6666
aishishenme	爱是什么	3880
aishouaijiao	碍手碍脚	2360
aishu	爱书	5785
aishua	爱耍	2035
aishui	爱谁	6660
aishui	爱睡	2235
aishuo	爱说	11760
aishuren	爱书人	2005
aisi	爱死	6630
aisi	哀思	6575
aisijimo	爱斯基摩	2770
aisijimoren	爱斯基摩人	2495
aisile	爱死了	1775
aisinile	爱死你了	3065
aita	爱他	9999
aita	爱她	5555
aitamen	爱他们	2920
aitan	哀叹	11940
aitianfeiniao	爱田飞鸟	6666
aitiannainai	爱田奈奈	6666
aiting	爱听	20560
aitong	哀痛	5535
aitu	爱徒	3265
aiwan	爱玩	16015
aiwan	哀婉	3870
aiwanting	爱晚亭	1875
aiweiban	爱卫办	5755
aiweihui	爱卫会	7050
aiwen	爱问	7370
aiwo	爱我	121385
aiwobiezou	爱我别走	2500
aiwoderen	爱我的人	14455
aiwoma	爱我吗	5520
aiwosuoai	爱我所爱	5445
aiwu	爱屋	4565
aiwujiwu	爱屋及乌	5140
aixi	爱惜	30240
aixia	爱下	3333
aixian	爱现	1765
aixiang	爱乡	3760
aixiangsui	爱相随	2960
aixiao	矮小	15185
aixiao	爱笑	12295
aixiao	爱校	4680
aixiaode	矮小的	7605
aixibao	癌细胞	39240
aixie	爱写	3160
aixin	爱心	336925
aixindashi	爱心大使	4765
aixinhuanrao	爱心环绕	3333
aixinjueluo	爱新觉罗	4455
aixinshe	爱心社	2815
aixuexi	爱学习	6605
aiya	哎呀	84655
aiyan	碍眼	4470
aiyaya	哎呀呀	4915
aiye	爱液	6515
aiyebao	艾叶豹	9999
aiyi	爱意	44340
aiyigeren	爱一个人	46570
aiyigerenhaonan	爱一个人好难	1825
aiyihang	爱一行	5210
aiying	爱婴	15395
aiyinhuowen	埃因霍温	7465
aiyinmaliya	爱音麻里亚	6666
aiyinsitan	爱因斯坦	55090
aiyinyue	爱音乐	3215
aiyinyuede	爱音乐的	3835
aiyiqiang	挨一枪	3280
aiyo	哎哟	29260
aiyou	哎哟	9999
aiyouwei	哎哟喂	9999
aiyowei	哎哟喂	9999
aiyu	碍于	14905
aiyu	爱欲	9420
aiyu	爱语	3130
aiyuan	哀怨	20465
aiyuanshaye	爱原沙耶	6666
aiyubeiai	爱与被爱	5740
aiyubuai	爱与不爱	4070
aiyue	爱乐	20570
aiyue	哀乐	7255
aiyueyuetuan	爱乐乐团	5560
aiyuhen	爱与恨	5270
aiyumei	爱与美	1795
aiyumianzi	碍于面子	2690
aiyuqingmian	碍于情面	2445
aiyutong	爱与痛	2235
aizai	爱在	8888
aizai	挨在	7777
aizai	挨宰	4444
aizai	哀哉	3130
aizelasi	艾泽拉斯	6390
aizeng	爱憎	4950
aizengfenming	爱憎分明	4220
aizeyousha	爱泽有纱	6666
aizhai	矮寨	3310
aizhe	爱着	46735
aizhe	挨着	18870
aizheng	癌症	157890
aizhengbingren	癌症病人	4955
aizhengzhiliao	癌症治疗	2450
aizheni	爱着你	13815
aizheta	爱着他	4161
aizheta	爱着她	4160
aizhewo	爱着我	3430
aizhi	爱之	24730
aizhishibohui	爱知世博会	1930
aizhong	癌肿	7095
aizi	矮子	10090
aizibing	艾滋病	290755
aizibingbingdu	艾滋病病毒	45620
aizibingdu	艾滋病毒	10150
aizibingfangzhi	艾滋病防治	28665
aizibingren	艾滋病人	5765
aiziji	爱自己	35725
aizou	挨揍	3715
aizou	爱走	2745
aizuguo	爱祖国	8880
aizuo	爱做	9999
aji	阿吉	11215
ajia	阿甲	3340
ajiakesi	阿贾克斯	4675
ajiao	阿娇	19250
ajiaxi	阿加西	5645
ajie	阿姐	4625
ajiegu	阿姐鼓	1775
ajimide	阿基米德	5735
ajinuo	阿基诺	7898
ajiu	阿九	5715
ajuan	阿娟	2645
akaliusi	阿喀琉斯	19870
akaliusizhizhong	阿喀琉斯之踵	9870
akang	阿康	4040
akensezhou	阿肯色州	2140
akesu	阿克苏	16605
akesudiqu	阿克苏地区	4530
akesushi	阿克苏市	4930
ala	啊啦	5555
alabo	阿拉伯	77710
alabobandao	阿拉伯半岛	2780
alaboguojia	阿拉伯国家	14450
alabolianheqiuzhangguo	阿拉伯联合酋长国	4625
alaboren	阿拉伯人	13340
alaboshuzi	阿拉伯数字	21935
alabowen	阿拉伯文	4525
alaboxuliyagongheguo	阿拉伯叙利亚共和国	9999
alaboyu	阿拉伯语	16615
alading	阿拉丁	10345
aladingshendeng	阿拉丁神灯	3333
alaer	阿拉尔	2135
alafate	阿拉法特	10295
alagong	阿拉贡	3395
alalei	阿拉蕾	2060
alamutu	阿拉木图	3220
alashan	阿拉善	6325
alashan	阿拉山	2312
alashankou	阿拉山口	5175
alashanmeng	阿拉善盟	5035
alashanzuoqi	阿拉善左旗	2140
alasijia	阿拉斯加	19270
aletai	阿勒泰	9755
aletaidiqu	阿勒泰地区	3240
aletaishi	阿勒泰市	2145
ali	阿里	76690
ali	阿丽	12545
alian	阿莲	4770
aliang	阿亮	4995
alianqiu	阿联酋	30830
alibaba	阿里巴巴	117400
alidiqu	阿里地区	4115
alilang	阿里郎	2765
alishan	阿里山	7395
along	阿龙	10075
alongsuo	阿隆索	14155
aluohanguo	阿罗汉果	3320
ama	阿妈	9840
ama	阿玛	8360
aman	阿曼	26270
amani	阿玛尼	8700
amansudanguo	阿曼苏丹国	9999
amao	阿猫	2080
amaoagou	阿猫阿狗	2600
amei	阿妹	10780
ameisu	阿霉素	2785
amen	阿门	9835
ameng	阿盟	3840
ami	阿米	15980
amiba	阿米巴	5380
aming	阿明	9920
amoxilin	阿莫西林	7375
amu	阿木	9120
amu	阿母	2520
amuer	阿穆尔	3200
amusitedan	阿姆斯特丹	22385
an	按	3826950
an	安	980103
an	暗	891081
an	案	361285
an	岸	129872
an	俺	64855
an	黯	42786
an	庵	13087
an	鞍	11579
an	谙	6174
an	氨	2112
an	胺	1174
an	鹌	1153
an	桉	1066
an	犴	802
an	唵	377
an	铵	129
an	埯	52
an	𩽾	37
an	盦	23
an	垵	5
an	揞	1
an	厂	1
an	广	1
anan	暗暗	10350
anan	按按	2222
anande	暗暗地	7285
ananjingjing	安安静静	3335
ananwenwen	安安稳稳	4290
ananxinxin	安安心心	2595
anba	安吧	5555
anba	俺爸	2222
anban	案板	6330
anbang	安邦	14250
anbao	安保	22585
anbao	安包	3333
anbao	暗堡	2425
anbei	安倍	18130
anbeijinsan	安倍晋三	7360
anbian	岸边	58770
anbianqingmeisu	氨苄青霉素	2705
anbiaozhun	按标准	17090
anbili	按比例	37365
anbing	暗病	2222
anbingbudong	按兵不动	7310
anbu	按不	12065
anbu	按部	3745
anbu	暗补	3333
anbu	安瓿	2990
anbu	庵埠	2490
anbujiuban	按部就班	22805
anbutong	按不同	19745
ancang	暗藏	19060
ancangshaji	暗藏杀机	2210
ancangxuanji	暗藏玄机	1970
ancangzhe	暗藏着	3725
ancha	安插	6690
anchajian	氨茶碱	3750
anchang	暗娼	7335
anchanggui	按常规	8190
anchao	暗潮	1990
anchashi	按察使	3695
anchazai	安插在	1765
anchen	暗沉	5555
anchu	暗处	12120
anchu	按出	10865
anchuang	暗疮	21285
anchun	鹌鹑	12310
anchundan	鹌鹑蛋	11479
anci	按此	70805
anci	按次	5530
ancixu	按次序	1850
ancun	暗忖	9995
ancun	俺村	2215
ancuo	按错	5555
ancuole	按错了	5555
andalve	安大略	6570
andan	暗淡	37135
andan	黯淡	29425
andangdi	按当地	8925
andanwuguang	暗淡无光	4440
andanwuguang	黯淡无光	3180
andanxialai	黯淡下来	1765
andao	暗道	24270
andao	按到	6520
andaoer	安道尔	3295
andaoergongguo	安道尔公国	9999
andaoli	按道理	4905
andaxili	安达夕莉	6666
andaxin	安达信	5375
ande	俺的	19090
ande	安得	15735
ande	按的	5075
andelie	安德烈	12995
andelu	安德鲁	22285
andesen	安德森	12940
andi	暗地	9825
andi	案底	4151
andi	安迪	2370
andian	暗点	3275
andili	暗地里	19840
anding	安定	116400
andingdan	按订单	2825
andingmen	安定门	8180
andingtuanjie	安定团结	16610
andingxialai	安定下来	6020
andingxing	安定性	5250
andisi	安第斯	2755
andisishanmai	安第斯山脉	2080
andong	按动	15825
andongni	安东尼	35935
andongniao	安东尼奥	12305
andu	安度	4020
anduchencang	暗度陈仓	4365
andun	安顿	13805
andunhao	安顿好	4985
andunxialai	安顿下来	4250
anduwannian	安度晚年	5115
anfa	案发	14765
anfadi	案发地	1780
anfahou	案发后	11725
anfalv	按法律	3765
anfalvguiding	按法律规定	4355
anfan	案犯	6330
anfang	安放	36540
anfang	安防	8488
anfang	暗访	8240
anfang	暗房	5910
anfangchanpin	安防产品	13350
anfangjiankong	安防监控	7245
anfaqian	案发前	3180
anfashi	案发时	2625
anfaxianchang	案发现场	5380
anfen	安分	9350
anfenshouji	安分守己	4790
anfu	安抚	48335
anfushi	安抚使	1940
anfuxian	安福县	2175
ang	昂	80972
ang	肮	14717
ang	盎	8678
ang	卬	265
angai	暗改	3333
angaile	暗改了	3333
angan	安敢	2475
angang	暗杠	9999
angangjituan	鞍钢集团	2305
angcang	昂藏	9999
angda	昂达	23460
ange	按个	4444
ange	安个	3333
ange	暗格	2222
angela	安哥拉	12475
angelagongheguo	安哥拉共和国	9999
angesi	安格斯	7281
angfen	昂奋	9999
anggelu	盎格鲁	3550
anggelusakexunren	盎格鲁-撒克逊人	9999
anggui	昂贵	121330
angli	昂立	11050
angqi	昂起	8765
angran	盎然	16140
angran	昂然	10125
angshou	昂首	15055
angshoukuobu	昂首阔步	4040
angshoutingxiong	昂首挺胸	5975
angsi	盎司	44840
angtou	昂头	3000
anguan	暗管	1880
anguang	暗光	2645
anguanli	按惯例	5375
anguanli	按管理	4365
angui	安规	8370
anguiding	按规定	231665
anguiju	按规矩	2880
anguila	安圭拉	3333
anguirenzheng	安规认证	3475
anguoji	按国际	16550
anguojia	按国家	67130
anguojiayouguanguiding	按国家有关规定	19190
angyang	昂扬	24840
angzang	肮脏	25155
angzangde	肮脏的	21280
angzhetou	昂着头	3805
anhai	俺还	3333
anhai	暗害	2220
anhan	暗含	7650
anhangye	按行业	14330
anhanzhe	暗含着	2220
anhao	暗号	15060
anhao	安好	8145
anhe	暗河	4435
anhe	暗合	3333
anhe	暗盒	2885
anhei	暗黑	54785
anhen	暗恨	1975
anhese	暗褐色	3515
anhetong	按合同	32935
anhong	暗红	11620
anhongse	暗红色	10150
anhongsede	暗红色的	6070
anhu	按户	9999
anhua	暗花	3595
anhuang	暗黄	5590
anhuaxian	安化县	1850
anhui	安徽	500270
anhuibeili	安慧北里	1765
anhuiche	按回车	17245
anhuidaxue	安徽大学	9835
anhuifuyang	安徽阜阳	4455
anhuigongyedaxue	安徽工业大学	2680
anhuihefei	安徽合肥	13310
anhuili	安慧里	2460
anhuinongyedaxue	安徽农业大学	4300
anhuiribao	安徽日报	3305
anhuise	暗灰色	2310
anhuishangbao	安徽商报	1830
anhuisheng	安徽省	328510
anhuishengrenminzhengfu	安徽省人民政府	5240
anhuishifandaxue	安徽师范大学	5710
anhuiweishi	安徽卫视	5990
anhuiyikedaxue	安徽医科大学	3145
anhun	安魂	2255
anhunqu	安魂曲	3080
anhuo	暗火	9999
ani	啊你	9999
aniu	阿牛	20570
anji	氨基	48695
anji	按季	13955
anji	暗记	2335
anji	岸基	1810
anjia	安家	23000
anjia	俺家	10355
anjia	按价	7435
anjiade	俺家的	1795
anjiafei	安家费	5315
anjialuohu	安家落户	5515
anjian	按键	198530
anjian	案件	100412
anjian	安检	27005
anjian	暗箭	26800
anjian	暗间	25000
anjian	安监	24410
anjiancailiao	案件材料	4340
anjianchachu	案件查处	7845
anjiandangshiren	案件当事人	4265
anjianjingling	按键精灵	5255
anjianju	安监局	26735
anjianmen	安检门	2790
anjianshenli	案件审理	11905
anjianshi	案件时	18370
anjianshijian	按键事件	2901
anjianxiansuo	案件线索	7235
anjianyin	按键音	2560
anjianzhong	案件中	51145
anjianzongju	安监总局	6060
anjiao	按脚	7055
anjiao	暗礁	2055
anjiben	按基本	4075
anjiben	氨基苯	2485
anjidingsuan	氨基丁酸	1780
anjie	按揭	81585
anjiedaikuan	按揭贷款	84457
anjielun	安捷伦	7960
anjihua	按计划	40985
anjihua	庵姬花	6666
anjijiasuanzhi	氨基甲酸酯	2595
anjilina	安吉丽娜	5605
anjin	按进	3333
anjing	安静	259500
anjingde	安静的	3333
anjingde	安静地	2222
anjingdelian	安静的脸	3333
anjingle	安静了	12430
anjingxialai	安静下来	20205
anjisuan	氨基酸	102150
anjixian	安吉县	9130
anju	安居	35505
anjuan	案卷	29990
anjuancailiao	案卷材料	2715
anjufang	安居房	2800
anjugongcheng	安居工程	10675
anjuleye	安居乐业	31225
ankai	按开	3333
ankala	安卡拉	2780
ankan	俺看	3785
ankang	安康	60380
ankangshi	安康市	8565
ankebi	按可比	7730
ankongge	按空格	2705
ankonggejian	按空格键	4340
ankouer	按扣儿	9999
ankuaijiejian	按快捷键	4145
anla	安啦	3333
anla	安拉	2693
anlaba	按喇叭	3455
anlan	暗蓝	2965
anlaofenpei	按劳分配	20440
anle	按了	22220
anle	安乐	3825
anlei	按类	10955
anlei	胺类	5465
anlesi	安乐死	7505
anlewo	安乐窝	3090
anlexialai	暗了下来	5295
anli	案例	500301
anli	安利	81620
anli	按例	9999
anli	按理	9735
anli	暗里	7070
anli	庵里	2755
anlian	暗恋	45210
anliang	按量	7905
anlianni	暗恋你	1990
anlianzhe	暗恋着	2905
anlichanpin	安利产品	6900
anlifenxi	案例分析	81890
anlihui	安理会	22690
anlihuichangrenlishiguo	安理会常任理事国	3465
anliku	案例库	2805
anlilu	安立路	5860
anling	按铃	2685
anlipingxi	案例评析	4280
anlishuo	按理说	17285
anliu	暗流	7825
anliuyongdong	暗流涌动	2420
anliyanjiu	案例研究	11455
anlun	氨纶	19750
anlushan	安禄山	10110
anlushi	安陆市	2245
anlv	暗绿	2380
anlvse	暗绿色	2995
anma	暗骂	12400
anma	鞍马	5315
anmei	俺妹	3333
anmeibo	安美波	6666
anmeige	按每个	3970
anmen	俺们	47775
anmen	暗门	3485
anmenling	按门铃	3440
anmian	安眠	12005
anmianyao	安眠药	20555
anmiao	按秒	3333
anmiaojifei	按秒计费	3333
anmiaoshoufei	按秒收费	3333
anmie	黯灭	9999
anmin	安民	11435
anmo	按摩	305425
anmobang	按摩棒	3375
anmofa	按摩法	3605
anmogao	按摩膏	2920
anmonv	按摩女	2615
anmoqi	按摩器	9615
anmoren	按默认	2880
anmoshi	按摩师	10755
anmoshi	按摩室	6070
anmoshoufa	按摩手法	4100
anmoshuang	按摩霜	3325
anmou	安某	2215
anmoyi	按摩椅	4455
anmoyou	按摩油	3960
anmoyuan	按摩院	3495
anmoyugang	按摩浴缸	5655
anmuqian	按目前	8870
anna	安娜	43450
anna	按捺	6500
anna	按那	5555
annabuzhu	按捺不住	13875
annan	安南	25385
annei	安内	2140
anneiqingxianjingyuan	安内请先靖远	2030
anneirong	按内容	3140
anneng	安能	7485
anni	按你	9999
anni	安妮	8888
annian	按年	30435
anniang	俺娘	3890
annide	按你的	9999
anning	安宁	82925
anningqu	安宁区	2375
annisidun	安妮斯顿	3425
anniu	按钮	500353
anniudianjishijian	按钮点击事件	2536
anniukaiguan	按钮开关	3440
anniushi	按钮时	7245
anpai	安排	500805
anpaiba	安排吧	2060
anpaibiao	安排表	14480
anpaibushu	安排部署	20910
anpaigongzuo	安排工作	16220
anpaihao	安排好	44390
anpaile	安排了	66660
anpairenyuan	安排人员	4905
anpaishengchan	安排生产	3555
anpaishijian	安排时间	8075
anpaishisu	安排食宿	3890
anpaituodang	安排妥当	3485
anpaixia	安排下	16885
anpaiyouguan	安排有关	2335
anpaizijin	安排资金	6385
anpei	安培	8755
anpi	按批	5620
anpin	安贫	5555
anpingxian	安平县	6440
anpinledao	安贫乐道	1965
anqi	按其	65625
anqi	按期	61630
anqi	暗器	32510
anqi	氨气	10325
anqianmahou	鞍前马后	1900
anqichanghuan	按期偿还	2585
anqieluodi	安切洛蒂	4775
anqier	安琪儿	5090
anqila	安其拉	3485
anqing	案情	57100
anqingfuza	案情复杂	4956
anqingshi	安庆市	26375
anqingzhongda	案情重大	5354
anqiushi	安丘市	3920
anqiwancheng	按期完成	9245
anqixuan	安七炫	5130
anqiye	按企业	15950
anqu	俺去	2460
anquan	安全	501438
anquanbaohu	安全保护	53225
anquanbaomi	安全保密	10925
anquanbaowei	安全保卫	21890
anquanbaoweigongzuo	安全保卫工作	12035
anquanbaozhang	安全保障	54750
anquanbaozheng	安全保证	7105
anquanbeixin	安全背心	3333
anquanbiaozhi	安全标志	9875
anquanbiaozhun	安全标准	32085
anquanbiezhen	安全别针	3333
anquanboli	安全玻璃	6655
anquanbu	安全部	6835
anquanbuding	安全补丁	5565
